rank,fov,x_px,y_px,pre_3x3_sum_adu,post_3x3_sum_adu,raw_decrease_pct,fov_median_raw_decrease_pct,median_centered_decrease_pct,distance_to_image_derived_defect_px,inside_image_derived_defect_mask,primary_log_coordinate_available
40,1-3,111,1936,346271.000000,331938.187500,4.139189243,-0.353515267,4.492704391,408.331787,False,False
41,1-3,1365,185,297274.000000,285088.968750,4.098923206,-0.353515267,4.452438354,1843.513306,False,False
42,1-3,429,2012,307317.000000,294838.781250,4.060372829,-0.353515267,4.413887978,95.269783,False,False
43,1-3,275,1932,343310.968750,329575.750000,4.000812531,-0.353515267,4.354327679,245.119385,False,False
44,1-3,428,1928,316853.000000,304187.062500,3.997415781,-0.353515267,4.350931168,92.906982,False,False
45,1-3,683,1674,303189.968750,291118.812500,3.981384993,-0.353515267,4.334900379,289.793823,False,False
46,1-3,971,1913,319051.968750,306530.687500,3.924525976,-0.353515267,4.278041363,416.088379,False,False
47,1-3,605,1923,315745.000000,303354.062500,3.924348831,-0.353515267,4.277863979,48.934891,False,False
48,1-3,642,1921,333561.000000,320481.625000,3.921139956,-0.353515267,4.274655342,85.513184,False,False
49,1-3,1931,1878,337384.000000,324168.843750,3.916953087,-0.353515267,4.270468235,80.088379,False,False
50,1-3,231,1933,347260.000000,333903.187500,3.846347809,-0.353515267,4.199862957,288.922485,False,False
51,1-3,473,431,295176.031250,283883.937500,3.825540066,-0.353515267,4.179055214,1519.979858,False,False
52,1-3,167,1933,363121.000000,349246.125000,3.820999384,-0.353515267,4.174514771,352.922485,False,False
53,1-3,1381,1900,326381.000000,313929.500000,3.815019131,-0.353515267,4.168534279,625.347290,False,False
54,1-3,1406,1897,342573.031250,329507.500000,3.813936949,-0.353515267,4.167452335,600.937988,False,False
55,1-3,699,1918,344077.000000,331019.937500,3.794805050,-0.353515267,4.148320198,143.103882,False,False
56,1-3,932,1910,349838.968750,336629.343750,3.775920630,-0.353515267,4.129436016,377.679077,False,False
57,1-3,649,748,315644.000000,303771.093750,3.761488676,-0.353515267,4.115004063,1209.083740,False,False
58,1-3,573,1925,319418.968750,307440.937500,3.749944925,-0.353515267,4.103460312,22.399996,False,False
59,1-3,1358,182,296545.000000,285534.281250,3.713007689,-0.353515267,4.066523075,1847.891602,False,False
60,1-3,1582,1893,332829.968750,320626.187500,3.666671753,-0.353515267,4.020186901,425.725586,False,False
61,1-3,1323,1914,308431.000000,297230.625000,3.631408930,-0.353515267,3.984924316,680.590698,False,False
62,1-3,1273,551,302246.000000,291287.062500,3.625840425,-0.353515267,3.979355812,1525.273926,False,False
63,1-3,143,1937,325275.000000,313593.781250,3.591185093,-0.353515267,3.944700241,376.134888,False,False
64,1-3,1353,194,295998.968750,285406.968750,3.578399420,-0.353515267,3.931914806,1836.876099,False,False
65,1-3,1141,1905,349393.968750,336953.531250,3.560575008,-0.353515267,3.914090157,587.663574,False,False
66,1-3,1585,1899,297991.000000,287383.781250,3.559585333,-0.353515267,3.913100719,421.544189,False,False
67,1-3,124,597,300811.968750,290157.250000,3.541984081,-0.353515267,3.895499229,1422.697754,False,False
68,1-3,506,615,307083.968750,296256.187500,3.525997400,-0.353515267,3.879512787,1329.482178,False,False
69,1-3,1538,1894,328878.000000,317313.281250,3.516419172,-0.353515267,3.869934559,469.528687,False,False
70,1-3,1020,1908,347426.000000,335351.156250,3.475516319,-0.353515267,3.829031467,466.072876,False,False
