rank,fov,x_px,y_px,pre_3x3_sum_adu,post_3x3_sum_adu,raw_decrease_pct,fov_median_raw_decrease_pct,median_centered_decrease_pct,distance_to_image_derived_defect_px,inside_image_derived_defect_mask,primary_log_coordinate_available
21,1-5,1246,531,293276.000000,285215.406250,2.748467684,-0.457385838,3.205853462,1190.686890,False,False
22,1-5,311,1963,318700.968750,310005.281250,2.728485823,-0.457385838,3.185871601,1081.151978,False,False
23,1-5,379,2008,305468.968750,297270.875000,2.683773041,-0.457385838,3.141158819,1139.541138,False,False
24,1-5,1244,181,293906.000000,286122.375000,2.648340225,-0.457385838,3.105726004,1317.108521,False,False
25,1-5,399,1224,319286.000000,310948.656250,2.611245632,-0.457385838,3.068631411,415.949188,False,False
26,1-5,1188,687,310692.968750,302724.406250,2.564771891,-0.457385838,3.022157669,1101.970581,False,False
27,1-5,68,1807,321105.031250,312946.937500,2.540631056,-0.457385838,2.998016834,890.300781,False,False
28,1-5,1443,767,304732.968750,297314.593750,2.434389353,-0.457385838,2.891775131,1341.218628,False,False
29,1-5,58,430,316716.000000,309033.031250,2.425825119,-0.457385838,2.883210897,458.254272,False,False
30,1-5,1630,626,303597.968750,296233.593750,2.425693512,-0.457385838,2.883079290,1555.981445,False,False
31,1-5,1752,751,302053.031250,294799.093750,2.401538849,-0.457385838,2.858924627,1653.369019,False,False
32,1-5,438,171,297777.000000,290658.875000,2.390416622,-0.457385838,2.847802401,771.386108,False,False
33,1-5,528,1303,321915.000000,314221.218750,2.390006304,-0.457385838,2.847392082,562.517822,False,False
34,1-5,371,476,293925.000000,286924.468750,2.381746769,-0.457385838,2.839132547,474.121948,False,False
35,1-5,585,908,316593.968750,309058.843750,2.380062580,-0.457385838,2.837448359,461.165894,False,False
36,1-5,1780,945,300474.968750,293421.968750,2.347289324,-0.457385838,2.804675102,1663.451172,False,False
37,1-5,770,1986,324321.031250,316722.500000,2.342897415,-0.457385838,2.800283194,1246.936523,False,False
38,1-5,1676,121,325606.000000,317997.375000,2.336760998,-0.457385838,2.794146776,1701.415649,False,False
39,1-5,668,413,295374.000000,288612.312500,2.289191961,-0.457385838,2.746577740,718.176025,False,False
40,1-5,1190,541,305241.968750,298289.875000,2.277564049,-0.457385838,2.734949827,1132.717896,False,False
41,1-5,606,981,318277.031250,311111.062500,2.251483202,-0.457385838,2.708868980,496.539551,False,False
42,1-5,465,406,294961.000000,288333.968750,2.246745825,-0.457385838,2.704131603,586.595642,False,False
43,1-5,1523,915,306164.000000,299343.000000,2.227887630,-0.457385838,2.685273409,1400.544189,False,False
44,1-5,325,512,296335.000000,289745.593750,2.223642349,-0.457385838,2.681028128,417.691284,False,False
45,1-5,1756,556,299321.000000,292681.718750,2.218111515,-0.457385838,2.675497293,1695.764404,False,False
46,1-5,664,1665,313947.000000,307008.562500,2.210062742,-0.457385838,2.667448521,927.203125,False,False
47,1-5,494,945,316085.031250,309155.437500,2.192315817,-0.457385838,2.649701595,377.451172,False,False
48,1-5,1339,741,308850.000000,302080.593750,2.191807032,-0.457385838,2.649192810,1242.338013,False,False
49,1-5,885,59,297055.968750,290551.218750,2.189737082,-0.457385838,2.647122860,1116.430054,False,False
50,1-5,359,1999,314042.000000,307188.531250,2.182337999,-0.457385838,2.639723778,1126.603149,False,False
51,1-5,1991,2012,325321.000000,318252.656250,2.172734261,-0.457385838,2.630120039,2155.972656,False,False
52,1-5,1934,119,324724.968750,317673.937500,2.171390772,-0.457385838,2.628776550,1959.809448,False,False
53,1-5,1795,566,301733.031250,295214.250000,2.160444736,-0.457385838,2.617830515,1732.795410,False,False
54,1-5,1793,776,300799.968750,294338.250000,2.148176432,-0.457385838,2.605562210,1689.446533,False,False
55,1-5,1612,976,305053.000000,298502.718750,2.147258043,-0.457385838,2.604643822,1501.555054,False,False
56,1-5,1033,667,310488.000000,303823.093750,2.146597862,-0.457385838,2.603983641,950.908569,False,False
57,1-5,794,959,318588.968750,311770.687500,2.140156269,-0.457385838,2.597542048,680.207764,False,False
58,1-5,1964,831,300496.000000,294081.625000,2.134594440,-0.457385838,2.591980219,1849.617065,False,False
59,1-5,590,1737,311602.000000,304951.968750,2.134140253,-0.457385838,2.591526031,939.951172,False,False
60,1-5,1215,314,300285.968750,293880.593750,2.133100748,-0.457385838,2.590486526,1213.787476,False,False
61,1-5,1382,173,297387.000000,291047.250000,2.131817102,-0.457385838,2.589202881,1431.906128,False,False
62,1-5,378,2000,303812.000000,297349.406250,2.127167225,-0.457385838,2.584553003,1131.344238,False,False
63,1-5,790,1890,325003.968750,318090.687500,2.127143383,-0.457385838,2.584529161,1182.496704,False,False
64,1-5,1513,1106,307311.000000,300799.593750,2.118830919,-0.457385838,2.576216698,1428.151978,False,False
65,1-5,1950,1979,324929.000000,318074.375000,2.109582424,-0.457385838,2.566968203,2103.401123,False,False
66,1-5,573,1190,319712.000000,313018.156250,2.093708038,-0.457385838,2.551093817,530.229004,False,False
67,1-5,405,715,304635.000000,298312.812500,2.075331211,-0.457385838,2.532716990,326.455505,False,False
68,1-5,867,320,297260.000000,291093.843750,2.074330807,-0.457385838,2.531716585,932.847046,False,False
69,1-5,1547,841,302880.000000,296607.312500,2.071013451,-0.457385838,2.528399229,1430.648071,False,False
70,1-5,1559,328,303400.031250,297128.656250,2.067031145,-0.457385838,2.524416924,1543.657471,False,False
