rank,fov,x_px,y_px,pre_3x3_sum_adu,post_3x3_sum_adu,raw_decrease_pct,fov_median_raw_decrease_pct,median_centered_decrease_pct,distance_to_image_derived_defect_px,inside_image_derived_defect_mask,primary_log_coordinate_available
18,1-2,1264,520,298808.000000,286340.843750,4.172295570,-0.474708945,4.647004604,1442.159790,False,False
19,1-2,1997,1805,298414.000000,286056.250000,4.141142368,-0.474708945,4.615851402,1256.192261,False,False
20,1-2,725,404,293590.000000,281546.312500,4.102214336,-0.474708945,4.576923370,1454.181396,False,False
21,1-2,1635,1822,298096.000000,286214.218750,3.985892534,-0.474708945,4.460601330,890.844971,False,False
22,1-2,2016,1802,317764.000000,305278.500000,3.929172754,-0.474708945,4.403881550,1275.782959,False,False
23,1-2,1692,1819,305773.062500,293787.781250,3.919667006,-0.474708945,4.394375801,948.435669,False,False
24,1-2,1782,1809,318397.031250,306002.281250,3.892859459,-0.474708945,4.367568493,1040.404663,False,False
25,1-2,1989,1800,321320.000000,309520.593750,3.672169209,-0.474708945,4.146878242,1249.176758,False,False
26,1-2,1847,1808,313328.968750,301824.125000,3.671813726,-0.474708945,4.146522522,1105.601562,False,False
27,1-2,1891,1808,305247.000000,294041.968750,3.670803070,-0.474708945,4.145512104,1149.601562,False,False
28,1-2,1426,438,297269.000000,286370.375000,3.666246653,-0.474708945,4.140955448,1556.057495,False,False
29,1-2,737,396,295588.000000,284789.125000,3.653350830,-0.474708945,4.128059864,1462.393799,False,False
30,1-2,1459,1827,296640.000000,285817.031250,3.648516655,-0.474708945,4.123225689,713.860474,False,False
31,1-2,1796,568,305253.000000,294208.312500,3.618203878,-0.474708945,4.092912674,1663.849487,False,False
32,1-2,1883,1806,315443.968750,304071.843750,3.605121851,-0.474708945,4.079830647,1141.995361,False,False
33,1-2,1709,1818,299459.000000,288890.812500,3.529091597,-0.474708945,4.003800392,965.632568,False,False
34,1-2,1868,1815,304805.000000,294099.593750,3.512212276,-0.474708945,3.986921310,1125.223267,False,False
35,1-2,1940,1803,315440.000000,304514.562500,3.463551521,-0.474708945,3.938260555,1199.586060,False,False
36,1-2,386,1325,322721.968750,311557.906250,3.459348917,-0.474708945,3.934057951,620.538940,False,False
37,1-2,1468,1820,314413.968750,303608.156250,3.436817646,-0.474708945,3.911526680,724.238770,False,False
38,1-2,1561,232,301221.968750,291168.625000,3.337521076,-0.474708945,3.812230110,1790.276123,False,False
39,1-2,565,1845,309415.000000,299091.281250,3.336527824,-0.474708945,3.811236858,141.725586,False,False
40,1-2,49,959,336596.000000,325434.687500,3.315933466,-0.474708945,3.790642500,1115.449341,False,False
41,1-2,1839,1806,323068.000000,312436.375000,3.290830135,-0.474708945,3.765539169,1097.995361,False,False
42,1-2,1905,1816,297054.000000,287321.656250,3.276290417,-0.474708945,3.750999451,1162.026367,False,False
43,1-2,1678,1820,307834.000000,297786.031250,3.264087915,-0.474708945,3.738796949,934.238770,False,False
44,1-2,1880,1814,295398.000000,285898.062500,3.215972424,-0.474708945,3.690681458,1137.420166,False,False
45,1-2,1601,306,305443.031250,295623.687500,3.214789629,-0.474708945,3.689498663,1755.022583,False,False
46,1-2,689,1664,309786.031250,299856.062500,3.205429792,-0.474708945,3.680138826,198.513184,False,False
47,1-2,748,1844,302016.031250,292554.687500,3.132722855,-0.474708945,3.607431889,16.778297,False,False
48,1-2,1227,1364,312201.000000,302475.875000,3.115013123,-0.474708945,3.589722157,686.344971,False,False
49,1-2,539,1858,294516.000000,285470.125000,3.071443796,-0.474708945,3.546152830,165.165894,False,False
50,1-2,649,1846,307698.000000,298408.812500,3.018924713,-0.474708945,3.493633747,57.528687,False,False
51,1-2,1329,1822,320195.031250,310574.562500,3.004558563,-0.474708945,3.479267597,584.844971,False,False
52,1-2,418,1213,320116.000000,310546.812500,2.989280939,-0.474708945,3.463989973,702.872925,False,False
53,1-2,1064,1829,332514.000000,322580.125000,2.987497807,-0.474708945,3.462206841,318.466675,False,False
54,1-2,1064,430,300601.000000,291658.468750,2.974890471,-0.474708945,3.449599504,1492.779907,False,False
55,1-2,49,615,320111.000000,310610.281250,2.967938900,-0.474708945,3.442647934,1389.582642,False,False
56,1-2,887,203,293811.031250,285102.187500,2.964094400,-0.474708945,3.438803434,1684.928711,False,False
57,1-2,97,1847,362745.968750,352008.531250,2.960041046,-0.474708945,3.434750080,609.331787,False,False
58,1-2,884,854,315972.031250,306652.437500,2.949494362,-0.474708945,3.424203396,1033.338013,False,False
59,1-2,548,290,293069.000000,284454.343750,2.939461470,-0.474708945,3.414170504,1600.276001,False,False
60,1-2,1222,1376,307725.031250,298716.000000,2.927619696,-0.474708945,3.402328730,673.766724,False,False
61,1-2,49,847,333644.968750,323905.500000,2.919113874,-0.474708945,3.393822908,1204.700684,False,False
62,1-2,1118,285,299963.000000,291258.593750,2.901824236,-0.474708945,3.376533270,1648.412476,False,False
63,1-2,597,1845,301627.000000,292878.156250,2.900547981,-0.474708945,3.375257015,109.725586,False,False
64,1-2,737,1863,314450.000000,305380.000000,2.884407043,-0.474708945,3.359116077,0.000000,True,False
65,1-2,1082,248,296007.000000,287484.937500,2.879015684,-0.474708945,3.353724718,1678.324097,False,False
66,1-2,480,421,296543.000000,288071.125000,2.856877565,-0.474708945,3.331586599,1482.665161,False,False
67,1-2,496,1850,305548.000000,296849.562500,2.846829176,-0.474708945,3.321538210,209.741089,False,False
68,1-2,1387,259,303059.000000,294501.343750,2.823757410,-0.474708945,3.298466444,1727.378418,False,False
69,1-2,98,1750,320501.031250,311465.750000,2.819107533,-0.474708945,3.293816566,627.431030,False,False
70,1-2,875,1836,320516.968750,311487.250000,2.817241430,-0.474708945,3.291950464,128.088379,False,False
