rank,fov,x_px,y_px,pre_3x3_sum_adu,post_3x3_sum_adu,raw_decrease_pct,fov_median_raw_decrease_pct,median_centered_decrease_pct,distance_to_image_derived_defect_px,inside_image_derived_defect_mask,primary_log_coordinate_available
40,1-1,801,1370,323613.000000,313146.593750,3.234234333,0.134829655,3.099404573,1285.400024,False,False
41,1-1,289,1715,322083.000000,311735.250000,3.212758541,0.134829655,3.077928782,1679.821777,False,False
42,1-1,2001,1892,322332.031250,312090.093750,3.177449465,0.134829655,3.042619705,2218.553711,False,False
43,1-1,1478,1092,303393.031250,293783.218750,3.167449951,0.134829655,3.032620192,1265.621460,False,False
44,1-1,1268,514,304018.031250,294394.062500,3.165584326,0.134829655,3.030754566,712.465271,False,False
45,1-1,1248,1969,328606.000000,318204.218750,3.165425777,0.134829655,3.030596018,1972.414062,False,False
46,1-1,1925,1284,306167.031250,296530.812500,3.147365808,0.134829655,3.012536049,1700.433960,False,False
47,1-1,415,1212,324204.000000,314036.000000,3.136297226,0.134829655,3.001467466,1152.012451,False,False
48,1-1,609,1522,320402.031250,310379.687500,3.128043890,0.134829655,2.993214130,1423.813965,False,False
49,1-1,1920,1905,315163.000000,305311.187500,3.125943899,0.134829655,2.991114140,2180.061279,False,False
50,1-1,532,1748,314660.031250,304826.812500,3.125031233,0.134829655,2.990201473,1664.975220,False,False
51,1-1,419,1977,303190.000000,293789.531250,3.100525141,0.134829655,2.965695381,1916.224854,False,False
52,1-1,410,1960,307198.000000,297678.375000,3.098860025,0.134829655,2.964030266,1900.996948,False,False
53,1-1,404,1964,306702.000000,297208.468750,3.095363617,0.134829655,2.960533857,1906.178345,False,False
54,1-1,1601,1559,322322.000000,312354.500000,3.092396259,0.134829655,2.957566500,1711.949463,False,False
55,1-1,1658,2005,323022.968750,313081.718750,3.077568769,0.134829655,2.942739010,2101.740479,False,False
56,1-1,1254,1965,329597.031250,319509.031250,3.060707808,0.134829655,2.925878048,1969.595459,False,False
57,1-1,1912,1285,313241.000000,303667.187500,3.056375980,0.134829655,2.921546221,1690.677734,False,False
58,1-1,1396,130,294631.000000,285633.937500,3.053677797,0.134829655,2.918848038,715.300781,False,False
59,1-1,679,1694,315046.000000,305494.468750,3.031792641,0.134829655,2.896962881,1585.378296,False,False
60,1-1,1444,1853,330094.000000,320111.218750,3.024224997,0.134829655,2.889395237,1895.006348,False,False
61,1-1,836,1455,318895.000000,309263.781250,3.020187855,0.134829655,2.885358095,1377.291504,False,False
62,1-1,951,1633,317486.000000,307914.718750,3.014713049,0.134829655,2.879883289,1577.934937,False,False
63,1-1,278,1795,321423.000000,311836.562500,2.982501984,0.134829655,2.847672224,1761.987671,False,False
64,1-1,409,1889,310288.000000,301057.062500,2.974962711,0.134829655,2.840132952,1830.193848,False,False
65,1-1,1831,562,306976.000000,297867.906250,2.967043400,0.134829655,2.832213640,1235.361328,False,False
66,1-1,1586,1370,318494.968750,309055.312500,2.963835716,0.134829655,2.829005957,1552.292847,False,False
67,1-1,196,1954,320005.000000,310531.125000,2.960533619,0.134829655,2.825703859,1937.133423,False,False
68,1-1,1423,429,298922.000000,290125.500000,2.942737818,0.134829655,2.807908058,801.173706,False,False
69,1-1,1686,1752,326522.031250,316961.281250,2.928050518,0.134829655,2.793220758,1917.014038,False,False
70,1-1,603,1702,317088.000000,307831.937500,2.919087887,0.134829655,2.784258127,1604.995361,False,False
