rank,fov,x_px,y_px,pre_3x3_sum_adu,post_3x3_sum_adu,raw_decrease_pct,fov_median_raw_decrease_pct,median_centered_decrease_pct,distance_to_image_derived_defect_px,inside_image_derived_defect_mask,primary_log_coordinate_available
50,1-8,1948,1491,295256.031250,282105.968750,4.453778744,-0.323227882,4.777006626,58.119389,False,False
51,1-8,1989,107,346940.000000,331602.562500,4.420771122,-0.323227882,4.743999004,846.300781,False,False
52,1-8,1568,124,300128.000000,286889.062500,4.411102295,-0.323227882,4.734330177,899.593872,False,False
53,1-8,1625,120,325448.968750,311102.500000,4.408208370,-0.323227882,4.731436253,892.370605,False,False
54,1-8,1962,1530,303576.031250,290195.062500,4.407776356,-0.323227882,4.731004238,16.378298,False,False
55,1-8,1237,179,324308.000000,310087.812500,4.384778976,-0.323227882,4.708006859,1043.219360,False,False
56,1-8,865,194,294539.000000,281649.187500,4.376263618,-0.323227882,4.699491501,1318.017456,False,False
57,1-8,1036,186,311905.000000,298376.187500,4.337472439,-0.323227882,4.660700321,1186.577026,False,False
58,1-8,1326,176,326806.968750,312645.125000,4.333397865,-0.323227882,4.656625748,991.929688,False,False
59,1-8,296,213,296112.000000,283326.906250,4.317662716,-0.323227882,4.640890598,1792.083862,False,False
60,1-8,1966,1695,309968.031250,296626.562500,4.304138660,-0.323227882,4.627366543,35.968994,False,False
61,1-8,353,211,294234.968750,281613.562500,4.289565086,-0.323227882,4.612792969,1735.477661,False,False
62,1-8,1954,1662,302975.000000,289995.312500,4.284075260,-0.323227882,4.607303143,11.996899,False,False
63,1-8,1282,177,323629.000000,309873.406250,4.250423431,-0.323227882,4.573651314,1017.671387,False,False
64,1-8,1950,1569,305667.000000,292682.125000,4.248042583,-0.323227882,4.571270466,9.000000,False,False
65,1-8,1736,164,338123.000000,323809.000000,4.233370781,-0.323227882,4.556598663,826.514771,False,False
66,1-8,1490,172,332156.000000,318095.687500,4.233046055,-0.323227882,4.556273937,896.207031,False,False
67,1-8,447,427,292971.031250,280569.593750,4.232990265,-0.323227882,4.556218147,1598.947388,False,False
68,1-8,1212,182,308858.000000,295814.875000,4.223022938,-0.323227882,4.546250820,1055.907471,False,False
69,1-8,979,189,302859.000000,290097.375000,4.213715553,-0.323227882,4.536943436,1230.189453,False,False
70,1-8,1023,188,301847.000000,289129.343750,4.213276863,-0.323227882,4.536504745,1195.730103,False,False
