rank,fov,x_px,y_px,pre_3x3_sum_adu,post_3x3_sum_adu,raw_decrease_pct,fov_median_raw_decrease_pct,median_centered_decrease_pct,distance_to_image_derived_defect_px,inside_image_derived_defect_mask,primary_log_coordinate_available
43,1-6,354,1241,320507.968750,293091.875000,8.553956032,1.403298259,7.150657654,425.015808,False,False
44,1-6,306,1093,317888.000000,290786.062500,8.525622368,1.403298259,7.122323990,285.297028,False,False
45,1-6,423,1117,322107.031250,294655.500000,8.522483826,1.403298259,7.119185448,393.008850,False,False
46,1-6,725,1098,319405.000000,292200.031250,8.517386436,1.403298259,7.114088058,673.395386,False,False
47,1-6,400,1086,321302.000000,293945.875000,8.514143944,1.403298259,7.110845566,355.984283,False,False
48,1-6,682,1058,320276.000000,293050.281250,8.500702858,1.403298259,7.097404480,622.519409,False,False
49,1-6,767,1026,320108.000000,292908.531250,8.496963501,1.403298259,7.093665123,701.218628,False,False
50,1-6,238,1112,316977.000000,290178.250000,8.454477310,1.403298259,7.051178932,252.256836,False,False
51,1-6,639,1123,319893.000000,292851.500000,8.453292847,1.403298259,7.049994469,592.317871,False,False
52,1-6,31,1154,325912.000000,298372.281250,8.450042725,1.403298259,7.046744347,247.663574,False,False
53,1-6,368,1086,320118.031250,293071.500000,8.448923111,1.403298259,7.045624733,330.483307,False,False
54,1-6,407,1201,322224.000000,295015.375000,8.444006920,1.403298259,7.040708542,430.918091,False,False
55,1-6,452,1039,320717.031250,293643.250000,8.441648483,1.403298259,7.038350105,388.778320,False,False
56,1-6,622,1031,319602.000000,292650.937500,8.432693481,1.403298259,7.029395103,557.203125,False,False
57,1-6,465,1157,321421.000000,294333.218750,8.427505493,1.403298259,7.024207115,450.602417,False,False
58,1-6,472,1104,320987.968750,293948.625000,8.423785210,1.403298259,7.020486832,424.217072,False,False
59,1-6,573,1100,321291.968750,294288.125000,8.404766083,1.403298259,7.001467705,521.789185,False,False
60,1-6,452,1095,323021.000000,295875.687500,8.403582573,1.403298259,7.000284195,402.851166,False,False
61,1-6,688,1110,321625.000000,294632.156250,8.392642975,1.403298259,6.989344597,638.758179,False,False
62,1-6,771,1112,319495.968750,292697.375000,8.387771606,1.403298259,6.984473228,722.151978,False,False
63,1-6,529,1053,322729.000000,295697.250000,8.375997543,1.403298259,6.972699165,468.534912,False,False
64,1-6,855,1072,320507.031250,293672.531250,8.372514725,1.403298259,6.969216347,798.276001,False,False
65,1-6,335,1071,318793.000000,292119.000000,8.367184639,1.403298259,6.963886261,295.139099,False,False
66,1-6,527,1143,323830.000000,296771.843750,8.355665207,1.403298259,6.952366829,491.567322,False,False
67,1-6,423,1125,322419.031250,295490.687500,8.351969719,1.403298259,6.948671341,397.833557,False,False
68,1-6,283,1174,321918.000000,295074.687500,8.338555336,1.403298259,6.935256958,328.803864,False,False
69,1-6,377,1160,323531.000000,296609.937500,8.321013451,1.403298259,6.917715073,382.284180,False,False
70,1-6,557,1072,319506.968750,292927.593750,8.318872452,1.403298259,6.915574074,500.276001,False,False
